file name HJD fitMean fitMeanErr fitDepth fitDepthErr fitWidth fitWidthErr fitCont fitContErr fitResidual fitEQW fitIntegral fitIntegralErr centroid EQW halfmax FWHM LHM RHM EMAX FWEM LEM REM skewness skewErr kurtosis kurtErr
d30012 RUPsc 2459130.67690456 3920.848101 0.033121 -0.199733 0.022110 0.149062 0.012133 1.000064 0.006117 0.001906 0.074655 0.074624 0.010253 3920.868201 0.043277 0.895303 0.368216 0.468211 0.531789 0.979061 0.587685 0.591626 0.408374 -0.023368 0.020365 -0.129935 0.017212
d30014 RUPsc 2459130.69785877 3921.158613 nan -1.379579 nan 0.762736 nan 2.132148 nan 1.042515 -0.157329 1.237068 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d30015 RUPsc 2459130.71256863 3920.904072 0.017575 -0.247271 0.014307 0.121676 0.005665 1.023793 0.003787 0.000847 0.075906 0.073664 0.005471 3920.901711 0.028500 0.884729 0.265688 0.474436 0.525564 0.976946 0.414568 0.546090 0.453910 -0.090651 0.018705 0.022584 0.030260
d30016 RUPsc 2459130.72572549 3920.934247 0.017960 -0.248228 0.014633 0.137972 0.006546 1.022390 0.004018 0.000900 0.087229 0.083968 0.006354 3920.927161 0.039622 0.874072 0.265481 0.519397 0.480603 0.974814 0.509470 0.536853 0.463147 0.108370 0.013745 0.220847 0.034596
d30017 RUPsc 2459130.73928094 3920.947036 0.011987 -0.300459 0.013068 0.118579 0.004026 1.025886 0.003070 0.000632 0.084669 0.087053 0.004803 3920.953368 0.036886 0.858905 0.254669 0.524057 0.475943 0.971781 0.431058 0.500665 0.499335 0.086903 0.017039 -0.429382 0.014302
d30019 RUPsc 2459130.73928096 3920.966488 0.013215 -0.314064 0.014684 0.120450 0.004802 1.026911 0.003781 0.000988 0.092432 0.092338 0.005674 3920.950995 0.044208 0.849677 0.222528 0.408396 0.591604 0.969935 0.429990 0.500616 0.499384 -0.159575 0.021400 -0.022717 0.011323
d30020 RUPsc 2459130.76824627 3921.005660 0.014597 -0.331125 0.015779 0.123767 0.004532 1.033057 0.003732 0.001021 0.100682 0.099440 0.005976 3920.987613 0.048870 0.844849 0.260724 0.474002 0.525998 0.968970 0.425955 0.477985 0.522015 0.028395 0.020309 0.339506 0.046180
d30021 RUPsc 2459130.78122592 3921.009404 0.012432 -0.346410 0.016191 0.124469 0.004772 1.038076 0.004319 0.001242 0.105817 0.104115 0.006294 3921.004735 0.051090 0.854590 0.305601 0.522221 0.477779 0.970918 0.428341 0.483089 0.516911 -0.060357 0.012121 -0.328113 0.014806
d30022 RUPsc 2459130.79425149 3921.046662 0.013598 -0.350324 0.016113 0.128581 0.004753 1.029377 0.004163 0.001192 0.109022 0.109688 0.006472 3921.029666 0.057896 0.832666 0.268750 0.461602 0.538398 0.966533 0.476708 0.489947 0.510053 -0.106574 0.010498 -0.223672 0.036912
d30024 RUPsc 2459130.81058526 3921.025633 0.160179 -0.287739 0.154335 0.203777 0.084622 1.094126 0.054088 0.129116 0.097289 0.134331 0.091122 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d30025 RUPsc 2459130.82338734 3921.086065 0.013827 -0.402357 0.019785 0.116778 0.004370 1.036591 0.004343 0.001553 0.111710 0.113620 0.007021 3921.096086 0.059259 0.817355 0.274330 0.576721 0.423279 0.963471 0.421220 0.496727 0.503273 0.234032 0.021682 -0.278195 0.035640
d30026 RUPsc 2459130.83630117 3921.104108 0.017472 -0.387111 0.022946 0.119669 0.005470 1.021121 0.005356 0.002130 0.113682 0.113718 0.008512 3921.095248 0.069543 0.834767 0.288242 0.480870 0.519130 0.966953 0.482339 0.495909 0.504091 -0.082210 0.011747 -0.384545 0.020104
d30027 RUPsc 2459130.84899856 3921.125560 0.029402 -0.422617 0.044015 0.129330 0.010832 1.055805 0.012375 0.010138 0.131378 0.129763 0.017343 3921.122721 0.063685 0.815564 0.288369 0.506930 0.493070 0.963113 0.424928 0.535795 0.464205 0.105781 0.021887 0.003100 0.035064
d30029 RUPsc 2459130.86505357 3921.149804 0.015347 -0.435894 0.021056 0.122103 0.004437 1.042744 0.004807 0.001979 0.126119 0.127944 0.007734 3921.140671 0.068050 0.817766 0.279033 0.457489 0.542511 0.963553 0.478134 0.474856 0.525144 -0.125968 0.013048 -0.041365 0.007497
d30030 RUPsc 2459130.87786209 3921.160273 0.012375 -0.460676 0.019177 0.117570 0.003817 1.053387 0.004495 0.001335 0.125520 0.128882 0.006804 3921.146362 0.062432 0.807924 0.252640 0.428538 0.571462 0.961585 0.437277 0.491129 0.508871 -0.142677 0.010940 -0.429590 0.036984
d30031 RUPsc 2459130.8907636 3921.187303 0.010828 -0.382625 0.014583 0.130081 0.004006 1.021605 0.003906 0.001127 0.124931 0.122123 0.005984 3921.183268 0.079386 0.802541 0.277675 0.539907 0.460093 0.960508 0.493259 0.488263 0.511737 0.233268 0.022759 0.033074 0.030171
d30032 RUPsc 2459130.90375034 3921.192439 0.015205 -0.374099 0.018307 0.128559 0.005222 1.036707 0.004874 0.001532 0.115889 0.116285 0.007395 3921.167950 0.060072 0.837925 0.308840 0.434399 0.565601 0.967585 0.454045 0.444981 0.555019 -0.445641 0.008674 -0.048897 0.023712
d30034 RUPsc 2459130.91988698 3921.180664 0.019500 -0.348131 0.023829 0.131619 0.007599 1.036238 0.006322 0.002565 0.120908 0.110839 0.009925 3921.180140 0.065586 0.838547 0.313608 0.418471 0.581529 0.967709 0.489229 0.518802 0.481198 -0.427613 0.020112 -0.172411 0.020295
d30035 RUPsc 2459130.93275218 3921.227754 0.165117 -0.410712 0.217961 0.205847 0.088306 1.120258 0.070201 0.245331 0.222528 0.189171 0.129089 3921.234849 0.071047 0.826017 0.307180 0.534557 0.465443 0.965203 0.492680 0.565299 0.434701 0.210047 0.015668 -0.215974 0.036509
d30036 RUPsc 2459130.9455227 3921.236353 0.017709 -0.356882 0.020664 0.129157 0.005121 1.033183 0.005450 0.001889 0.109728 0.111829 0.007847 3921.211785 0.057097 0.853910 0.318346 0.451947 0.548053 0.970782 0.486487 0.522215 0.477785 -0.247140 0.026073 -0.062821 0.030300
d30037 RUPsc 2459130.95831972 3921.218442 0.020494 -0.290748 0.020308 0.145902 0.008356 1.035256 0.006570 0.002408 0.104447 0.102712 0.009277 3921.189676 0.045882 0.887201 0.370384 0.432521 0.567479 0.977440 0.676719 0.597659 0.402341 -0.301483 0.008711 0.024528 0.040434
d30039 RUPsc 2459130.9747265 3921.183167 0.028189 -0.228447 0.020475 0.146634 0.010686 1.027661 0.005821 0.002849 0.087112 0.081707 0.009438 3921.129407 0.033936 0.929995 0.354193 0.391824 0.608176 0.985999 0.682922 0.555744 0.444256 -0.441590 0.016650 -0.319465 0.021139
d30040 RUPsc 2459130.98765724 3921.149742 0.019144 -0.243597 0.016712 0.182679 0.009775 1.045953 0.005198 0.002684 0.108377 0.106645 0.009279 3921.177709 0.031652 0.890988 0.329490 0.541149 0.458851 0.978198 0.538115 0.544678 0.455322 0.015288 0.028537 -0.041370 0.037251
d40043 RUPsc 2459131.63641884 3921.147935 0.044580 -0.294218 0.042202 0.132841 0.012741 0.917376 0.010723 0.010351 0.119723 0.106793 0.018427 3921.153555 0.145796 0.775254 0.337711 0.678481 0.321519 0.955051 0.783075 0.500411 0.499589 0.576035 0.021264 0.332288 0.054970
d40044 RUPsc 2459131.64916752 3921.164646 0.032189 -0.371661 0.039763 0.149573 0.012912 1.067842 0.006683 0.011366 0.134497 0.130492 0.017939 3921.139014 0.050673 0.828676 0.281045 0.483152 0.516848 0.965735 0.464517 0.459070 0.540930 -0.033723 0.020171 0.099497 0.032565
d40045 RUPsc 2459131.66193554 3921.180397 0.027895 -0.399055 0.033512 0.162056 0.010557 1.035753 0.011157 0.011875 0.159670 0.156506 0.016634 3921.170758 0.099339 0.827538 0.307632 0.460274 0.539726 0.965508 0.537316 0.516228 0.483772 0.096709 0.020730 0.258272 0.012729
d40046 RUPsc 2459131.67469849 3921.188189 0.015318 -0.425149 0.022174 0.142329 0.006745 1.060226 0.006052 0.003896 0.143329 0.143062 0.010082 3921.187287 0.067817 0.830417 0.316334 0.503621 0.496379 0.966083 0.430225 0.538739 0.461261 0.056093 0.015267 -0.117892 0.007410
d40048 RUPsc 2459131.6904976 3921.194454 0.018576 -0.386480 0.023438 0.127791 0.006881 1.050322 0.006187 0.003827 0.121752 0.117867 0.009559 3921.175988 0.057147 0.824626 0.302104 0.444131 0.555869 0.964925 0.422783 0.456284 0.543716 -0.331255 0.014336 -0.227104 0.014722
d40049 RUPsc 2459131.70319743 3921.220693 0.017434 -0.370701 0.022356 0.134018 0.006356 1.037736 0.005092 0.002565 0.121977 0.120002 0.009206 3921.212515 0.064522 0.837823 0.321039 0.499110 0.500890 0.967565 0.469831 0.560832 0.439168 -0.023935 0.010457 -0.064173 0.039944
d40050 RUPsc 2459131.7159495 3921.235297 0.019759 -0.317404 0.019072 0.155328 0.008207 1.040315 0.005604 0.001974 0.121390 0.118792 0.009505 3921.197526 0.058338 0.858935 0.329879 0.437565 0.562435 0.971787 0.530803 0.531427 0.468573 0.043048 0.034117 0.334253 0.049859
d40051 RUPsc 2459131.72870678 3921.206420 0.017038 -0.312182 0.018295 0.145552 0.005972 1.031308 0.005142 0.002028 0.110001 0.110440 0.007901 3921.217002 0.054661 0.856420 0.343470 0.583544 0.416456 0.971284 0.487374 0.500791 0.499209 0.127151 0.013466 -0.093954 0.037404
d40053 RUPsc 2459131.74463203 3921.195924 0.017172 -0.247256 0.014078 0.165613 0.007161 1.025381 0.004261 0.000895 0.097187 0.100103 0.007157 3921.195547 0.043681 0.896375 0.410422 0.527420 0.472580 0.979275 0.547471 0.462815 0.537185 -0.128047 0.025392 -0.292332 0.029468
d40054 RUPsc 2459131.7573342 3921.185467 0.018390 -0.240419 0.014966 0.152854 0.007089 1.024213 0.004061 0.000961 0.086509 0.089938 0.006981 3921.199795 0.034524 0.889643 0.341635 0.489222 0.510778 0.977929 0.573024 0.581038 0.418962 0.027312 0.017577 -0.212266 0.026294
d40055 RUPsc 2459131.77012887 3921.157864 0.022668 -0.199061 0.015110 0.161203 0.009491 1.019681 0.004221 0.000994 0.079117 0.078883 0.007578 3921.131237 0.030238 0.908147 0.348117 0.343379 0.656621 0.981629 0.552272 0.442673 0.557327 -0.263260 0.019989 -0.269671 0.053441
d40056 RUPsc 2459131.78275824 3921.170526 0.041063 -0.205836 0.028889 0.123157 0.013946 1.016574 0.007161 0.003313 0.058211 0.062507 0.011272 3921.196272 0.015909 0.913370 0.345778 0.653176 0.346824 0.982674 0.458396 0.548924 0.451076 -0.062736 0.012759 -0.142938 0.035431
d40057 RUPsc 2459131.79546537 3921.047307 0.043366 -0.190266 0.027403 0.226994 0.027904 1.039220 0.010304 0.002696 0.107615 0.104174 0.019726 3921.030917 0.027681 0.922163 0.426422 0.466328 0.533672 0.984433 0.656036 0.478903 0.521097 0.049115 0.021490 0.254618 0.029575
d40059 RUPsc 2459131.81149018 3920.966554 0.016928 -0.192898 0.011171 0.170077 0.007399 1.034056 0.003203 0.000509 0.081268 0.079528 0.005760 3920.939139 0.018573 0.926050 0.332508 0.353538 0.646462 0.985210 0.583885 0.520042 0.479958 -0.057165 0.013347 0.088102 0.022696
d40060 RUPsc 2459131.82512342 3920.909814 0.014820 -0.195733 0.010133 0.181938 0.007466 1.020523 0.002948 0.000401 0.088744 0.087469 0.005778 3920.891203 0.036739 0.914632 0.405144 0.472238 0.527762 0.982926 0.753808 0.459792 0.540208 -0.137519 0.015420 -0.074786 0.016018
d40061 RUPsc 2459131.83859125 3920.890573 0.019575 -0.193150 0.012231 0.169066 0.008766 1.018312 0.003697 0.000698 0.084176 0.080382 0.006579 3920.905403 0.036037 0.911789 0.382888 0.592370 0.407630 0.982358 0.686471 0.444486 0.555514 0.112768 0.013430 0.028994 0.033280
d40062 RUPsc 2459131.85145885 3920.873933 0.017725 -0.189910 0.011828 0.177923 0.009096 1.026872 0.003538 0.000737 0.085807 0.082481 0.006646 3920.856954 0.028168 0.908611 0.361003 0.439304 0.560696 0.981722 0.661200 0.507838 0.492162 -0.281015 0.016709 -0.168263 0.026261
d40064 RUPsc 2459131.86731123 3920.892670 0.019495 -0.207399 0.013640 0.139518 0.006889 1.026442 0.003735 0.000851 0.073220 0.070663 0.005811 3920.901301 0.022295 0.908847 0.296858 0.560310 0.439690 0.981769 0.472578 0.544821 0.455179 0.289601 0.020052 -0.074864 0.020627
d40065 RUPsc 2459131.88021763 3920.890745 0.015511 -0.260637 0.014631 0.138347 0.006158 1.042634 0.003814 0.001135 0.085268 0.086689 0.006211 3920.909528 0.022855 0.910933 0.344681 0.573673 0.426327 0.982187 0.636961 0.405716 0.594284 0.411539 0.008472 -0.027013 0.017968
d40066 RUPsc 2459131.89316784 3920.922350 0.022853 -0.252588 0.019808 0.119547 0.007338 1.007886 0.004700 0.001697 0.074620 0.075098 0.007479 3920.947799 0.038202 0.890578 0.298220 0.598933 0.401067 0.978116 0.566812 0.454951 0.545049 0.487094 0.005177 -0.014901 0.026192
d40067 RUPsc 2459131.90621044 3920.929684 0.014497 -0.279628 0.013478 0.124959 0.004561 1.029214 0.003283 0.000747 0.085796 0.085101 0.005145 3920.940662 0.035014 0.876486 0.273219 0.568363 0.431637 0.975297 0.453192 0.492512 0.507488 0.183555 0.015078 0.001740 0.029572
d40069 RUPsc 2459131.92217231 3920.964901 0.015246 -0.304009 0.017340 0.139647 0.006202 1.042678 0.004295 0.001480 0.103545 0.102060 0.007378 3920.962773 0.040543 0.859523 0.285231 0.503050 0.496950 0.971905 0.500576 0.460798 0.539202 0.068605 0.018845 -0.013613 0.023158
d40070 RUPsc 2459131.93490159 3920.981920 0.019690 -0.323216 0.020491 0.124237 0.005337 1.030490 0.004716 0.001480 0.100493 0.097676 0.007480 3920.982997 0.049310 0.850584 0.307335 0.491817 0.508183 0.970117 0.431370 0.494700 0.505300 0.007542 0.030622 0.110126 0.031349
d40071 RUPsc 2459131.94767928 3921.011680 0.017783 -0.373473 0.020604 0.117323 0.004916 1.039222 0.005024 0.003236 0.103583 0.105687 0.007322 3921.005608 0.049291 0.826764 0.256316 0.525319 0.474681 0.965353 0.419480 0.455266 0.544734 0.006134 0.012048 -0.546659 0.009591
d40072 RUPsc 2459131.96032798 3921.041500 0.024894 -0.342929 0.025092 0.124235 0.007363 1.043536 0.006388 0.005376 0.105550 0.102337 0.009636 3921.052039 0.046090 0.871900 0.309383 0.558415 0.441585 0.974380 0.430406 0.531588 0.468412 0.191206 0.004040 -0.345146 0.013865
d40074 RUPsc 2459131.97637248 3921.213021 0.103640 -0.385476 0.103445 0.357923 0.132603 1.185707 0.079845 0.749607 0.214379 0.291675 0.133430 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d40075 RUPsc 2459131.98902618 3921.035179 0.029798 -0.325080 0.034466 0.167158 0.015232 1.067428 0.008572 0.009389 0.135979 0.127606 0.017840 3921.091300 0.046231 0.853890 0.286589 0.563343 0.436657 0.970778 0.478270 0.583438 0.416562 -0.098946 0.014601 0.770193 0.017370
d40076 RUPsc 2459132.00166123 3921.067638 0.037241 -0.278217 0.050635 0.140824 0.021404 1.065851 0.013857 0.018328 0.110341 0.092141 0.021848 3921.096233 0.030585 0.866984 0.272479 0.476450 0.523550 0.973397 0.412112 0.571663 0.428337 -0.350622 0.018528 0.693346 0.045345
d50042 RUPsc 2459132.62639989 3920.875406 0.031157 -0.207475 0.022088 0.148872 0.012801 1.028862 0.006074 0.005310 0.081293 0.075251 0.010298 3920.910865 0.027000 0.929631 0.359910 0.671017 0.328983 0.985926 0.682450 0.449222 0.550778 0.202775 0.022579 -0.121740 0.018827
d50043 RUPsc 2459132.63907541 3920.497363 nan -9.507702 nan 6.761581 nan 10.290971 nan 0.006736 -0.007566 15.658760 nan 3920.714368 0.301500 0.895297 1.382853 0.597878 0.402122 0.979059 1.910088 0.432848 0.567152 0.015299 0.015748 -1.196822 0.010960
d50044 RUPsc 2459132.65170961 3920.921141 0.027886 -0.232566 0.021059 0.143669 0.010093 1.019732 0.005422 0.003269 0.087777 0.082132 0.009413 3920.892289 0.041495 0.894970 0.293365 0.324124 0.675876 0.978994 0.483509 0.486901 0.513099 -0.123164 0.025829 0.231654 0.040103
d50045 RUPsc 2459132.66438273 3920.908178 0.024493 -0.221795 0.017485 0.135433 0.008860 1.021499 0.004911 0.002116 0.080983 0.073711 0.007551 3920.922020 0.033889 0.874490 0.284759 0.523508 0.476492 0.974898 0.494137 0.485899 0.514101 -0.160885 0.022004 0.120539 0.023611
d50047 RUPsc 2459132.68000888 3920.948506 0.057326 -0.298756 0.060623 0.143932 0.023082 1.033317 0.015829 0.020372 0.101123 0.104311 0.026979 3920.981405 0.044987 0.883954 0.338805 0.631913 0.368087 0.976791 0.514117 0.582195 0.417805 0.376101 0.018876 -0.082073 0.016891
d50048 RUPsc 2459132.6926601 3921.264920 nan 0.629876 nan 0.066171 nan 0.954360 nan 0.243734 -0.244859 -0.109472 nan 3921.284867 -0.246423 2.135831 0.375903 0.548995 0.451005 1.227166 0.375903 0.548995 0.451005 0.541003 0.010495 -0.631259 0.025392
d50049 RUPsc 2459132.70544696 3920.996608 0.011821 -0.312067 0.015264 0.135423 0.005453 1.031834 0.003735 0.001119 0.102465 0.102664 0.006505 3920.998630 0.048474 0.862538 0.295764 0.512386 0.487614 0.972508 0.450580 0.558827 0.441173 0.033748 0.018982 -0.132512 0.035922
d50050 RUPsc 2459132.71820547 3921.022222 0.012285 -0.333698 0.014378 0.132283 0.004707 1.032376 0.003766 0.001053 0.107855 0.107179 0.005989 3921.020954 0.054667 0.854274 0.270301 0.505107 0.494893 0.970855 0.572283 0.478891 0.521109 0.121479 0.011383 -0.240885 0.018673
d50052 RUPsc 2459132.73394112 3921.033212 0.012035 -0.345295 0.014873 0.131857 0.004629 1.035974 0.003675 0.000946 0.110518 0.110163 0.006122 3921.045740 0.053869 0.852292 0.304377 0.560325 0.439675 0.970458 0.475148 0.573073 0.426927 0.269368 0.020424 0.055284 0.023994
d50053 RUPsc 2459132.74673088 3921.059956 0.013835 -0.356806 0.016593 0.134798 0.005518 1.035631 0.004188 0.001380 0.114684 0.116412 0.007212 3921.049582 0.058425 0.842684 0.338349 0.488028 0.511972 0.968537 0.490409 0.515814 0.484186 0.041480 0.007463 -0.294351 0.023234
d50054 RUPsc 2459132.75946233 3921.072935 0.012639 -0.352687 0.016457 0.134669 0.005141 1.027071 0.004035 0.001178 0.114713 0.115917 0.006988 3921.080239 0.064445 0.839099 0.311947 0.527282 0.472718 0.967820 0.468185 0.520667 0.479333 0.305597 0.028140 0.165424 0.043694
d50055 RUPsc 2459132.77222035 3921.058212 0.088520 -0.415515 0.114996 0.099940 0.021053 1.055193 0.023937 0.047869 0.079677 0.098647 0.034310 3920.911184 0.019900 0.948983 0.374483 0.133336 0.866664 0.989797 0.415951 0.213691 0.786309 -0.377294 0.018783 -0.430950 0.025996
d50057 RUPsc 2459132.7882355 3921.082758 0.019896 -0.350673 0.024030 0.124608 0.006872 1.003257 0.006202 0.002393 0.109350 0.109176 0.009603 3921.104328 0.075932 0.821369 0.309583 0.459626 0.540374 0.964274 0.508067 0.497673 0.502327 -0.118506 0.020490 -0.447468 0.039457
d50058 RUPsc 2459132.80100343 3921.132049 0.012999 -0.354446 0.015994 0.126021 0.005107 1.035570 0.004211 0.001165 0.109302 0.108119 0.006557 3921.140217 0.055123 0.823749 0.273434 0.519638 0.480362 0.964750 0.449218 0.512259 0.487741 0.023589 0.018863 -0.343969 0.026305
d50059 RUPsc 2459132.81363024 3921.146861 0.014880 -0.382440 0.020845 0.132091 0.005613 1.040226 0.005353 0.001852 0.124170 0.121730 0.008413 3921.139726 0.066337 0.827890 0.301452 0.463342 0.536658 0.965578 0.484874 0.478467 0.521533 -0.161977 0.017618 -0.187427 0.018662
d50060 RUPsc 2459132.82634724 3921.179489 0.013251 -0.408965 0.018504 0.122921 0.004808 1.037203 0.004839 0.001758 0.120361 0.121489 0.007266 3921.162262 0.065544 0.824313 0.282857 0.402322 0.597678 0.964863 0.446357 0.508931 0.491069 -0.216555 0.020104 -0.064552 0.014670
d50062 RUPsc 2459132.84216545 3920.634007 0.591044 -0.453436 0.493578 0.458613 0.692953 1.281412 0.292688 1.811536 -0.290976 0.406784 0.757530 3921.837502 -0.268206 0.909178 0.174050 0.510649 0.489351 0.981836 1.763622 0.932483 0.067517 0.144237 0.004551 -0.833462 0.016379
d50063 RUPsc 2459132.85490903 3921.199076 0.012166 -0.378576 0.016506 0.130942 0.004746 1.017248 0.004051 0.001005 0.124973 0.122151 0.006925 3921.193014 0.082296 0.824874 0.310274 0.468389 0.531611 0.964975 0.552482 0.535202 0.464798 0.068652 0.021653 0.009109 0.027059
d50064 RUPsc 2459132.86761632 3921.235150 0.035593 -0.293083 0.037234 0.160134 0.015862 1.040179 0.010133 0.007959 0.109807 0.113099 0.018220 3921.204068 0.043876 0.912602 0.219948 0.049596 0.950404 0.982520 0.266602 0.080763 0.919237 -0.152571 0.017333 0.169102 0.036776
d50065 RUPsc 2459132.88036003 3921.216318 0.009765 -0.363215 0.012606 0.148464 0.003734 1.045411 0.003322 0.000760 0.130865 0.129297 0.005542 3921.223358 0.065653 0.829276 0.298522 0.494182 0.505818 0.965855 0.510217 0.540456 0.459544 -0.167243 0.014970 0.066669 0.030512
d50067 RUPsc 2459132.89671795 3921.217568 0.013729 -0.330173 0.016295 0.132616 0.004936 1.036277 0.004236 0.001247 0.107713 0.105913 0.006547 3921.215557 0.051885 0.849300 0.302819 0.488537 0.511463 0.969860 0.437944 0.492419 0.507581 -0.108563 0.013624 -0.209872 0.023831
d50068 RUPsc 2459132.90961236 3921.218538 0.025543 -0.277402 0.022777 0.137633 0.009385 1.020667 0.006444 0.003217 0.095332 0.093764 0.010008 3921.185370 0.049145 0.892155 0.389992 0.404384 0.595616 0.978431 0.576445 0.534351 0.465649 -0.259924 0.017889 -0.184658 0.026107
d50069 RUPsc 2459132.92238525 3921.174199 0.116383 -0.226805 0.093222 0.155790 0.050655 1.046021 0.025970 0.042063 0.091772 0.084672 0.044375 3921.037842 0.021421 0.935788 0.427666 0.128343 0.871657 0.987158 0.513227 0.163270 0.836730 -0.235701 0.012215 -0.265917 0.022777
d50070 RUPsc 2459132.93578757 3921.174368 0.023203 -0.208751 0.017117 0.154331 0.010335 1.021328 0.004572 0.001861 0.077386 0.079069 0.008371 3921.175044 0.027668 0.889207 0.220828 0.566716 0.433284 0.977841 0.560895 0.547382 0.452618 0.019319 0.017264 -0.380607 0.023739
d50072 RUPsc 2459132.95125586 3921.127502 0.025870 -0.203787 0.019257 0.166348 0.013204 1.031809 0.005559 0.002014 0.086399 0.082354 0.010163 3921.141858 0.025933 0.898002 0.295190 0.532671 0.467329 0.979600 0.511385 0.500922 0.499078 0.006821 0.036993 0.237964 0.021395
d50073 RUPsc 2459132.96389264 3921.037417 0.030918 -0.185283 0.018712 0.213100 0.018646 1.042161 0.006421 0.002377 0.096908 0.094967 0.012690 3921.076019 0.015515 0.934930 0.600436 0.536074 0.463926 0.986986 0.637875 0.538130 0.461870 -0.078416 0.020874 0.090427 0.028719
d50074 RUPsc 2459132.97651717 3920.961573 0.029645 -0.174549 0.017006 0.231018 0.020846 1.028484 0.006119 0.002285 0.100119 0.098278 0.013051 3920.937769 0.032383 0.950947 0.527714 0.476008 0.523992 0.990189 1.224580 0.531578 0.468422 -0.057239 0.006264 -0.102057 0.013904
d50075 RUPsc 2459132.98909064 3920.911484 0.030468 -0.209311 0.024344 0.175174 0.015306 1.032608 0.006906 0.003164 0.090582 0.089006 0.012948 3920.880658 0.028499 0.920884 0.400017 0.488584 0.511416 0.984177 0.638880 0.336936 0.663064 -0.118772 0.026146 -0.070871 0.016751
d10006 RUPsc 2459128.68006565 3925.933034 0.041812 -0.211415 0.030094 0.158852 0.017980 0.975654 0.008205 0.005882 0.089170 0.086283 0.015691 3925.937074 0.079316 0.878524 0.557560 0.529055 0.470945 0.975705 0.894433 0.534413 0.465587 0.005294 0.007449 -0.487750 0.021118
d10007 RUPsc 2459128.69413156 3925.924166 0.057545 -0.208329 0.037367 0.210927 0.033682 1.003289 0.013606 0.019466 0.095374 0.109786 0.026365 3926.116891 0.060140 0.946394 0.699564 0.747681 0.252319 0.989279 1.032223 0.575191 0.424809 0.519318 0.016748 -0.386425 0.034670
d10008 RUPsc 2459128.70660055 3925.904535 0.031955 -0.210343 0.022294 0.210861 0.019685 1.003554 0.007563 0.004436 0.114483 0.110783 0.015647 3925.947102 0.079113 0.897672 0.529532 0.550452 0.449548 0.979534 0.769177 0.617004 0.382996 0.447278 0.011381 -0.036274 0.033995
d10009 RUPsc 2459128.71934178 3925.832081 0.027526 -0.189741 0.017742 0.144578 0.010364 0.903887 0.004771 0.002560 0.076754 0.076075 0.008963 3925.848520 0.119338 0.864376 0.660919 0.404410 0.595590 0.972875 0.814403 0.516656 0.483344 0.395130 0.020627 -0.237977 0.039145
d10011 RUPsc 2459128.74350673 3925.882295 0.025791 -0.225704 0.019795 0.148689 0.010907 0.985512 0.005696 0.002212 0.083843 0.085359 0.009759 3925.903313 0.064012 0.887296 0.393065 0.590914 0.409086 0.977459 0.742205 0.458933 0.541067 0.421422 0.011382 -0.041182 0.019646
d10012 RUPsc 2459128.75597332 3925.898776 0.020102 -0.249786 0.016658 0.156397 0.008557 0.998966 0.004645 0.001612 0.099004 0.098024 0.008456 3925.910273 0.068549 0.886400 0.361309 0.524534 0.475466 0.977280 0.798530 0.554892 0.445108 0.111146 0.020124 0.107283 0.030291
d10013 RUPsc 2459128.76848841 3925.916470 0.019384 -0.259883 0.017521 0.134055 0.007328 0.985368 0.004557 0.001556 0.089516 0.088624 0.007692 3925.925648 0.068799 0.865150 0.315163 0.539595 0.460405 0.973030 0.622700 0.390963 0.609037 0.145484 0.015497 -0.061663 0.029074
d10014 RUPsc 2459128.78110323 3925.935819 0.014891 -0.283965 0.014870 0.129435 0.005482 0.988853 0.003916 0.001210 0.094995 0.093170 0.006275 3925.941446 0.071341 0.856033 0.319204 0.530396 0.469604 0.971207 0.602633 0.476794 0.523206 0.077128 0.021692 -0.184209 0.047057
d10016 RUPsc 2459128.79886356 3925.979791 0.018834 -0.295848 0.017092 0.124523 0.005022 0.992114 0.004364 0.001388 0.096783 0.093078 0.006558 3925.981494 0.070624 0.847557 0.307937 0.498859 0.501141 0.969511 0.623222 0.431720 0.568280 0.168093 0.017847 0.026979 0.020096
d10017 RUPsc 2459128.81127182 3925.982642 0.014661 -0.306118 0.016155 0.139781 0.006045 0.988132 0.004437 0.001631 0.108493 0.108545 0.007406 3925.983528 0.085918 0.845930 0.346517 0.475871 0.524129 0.969186 0.652141 0.505361 0.494639 0.045113 0.016431 -0.224384 0.034569
d10018 RUPsc 2459128.82372869 3926.000001 0.015888 -0.344379 0.018436 0.138000 0.005817 1.007922 0.004645 0.002049 0.120874 0.118190 0.008053 3926.013715 0.084055 0.823670 0.314538 0.521369 0.478631 0.964734 0.622339 0.492050 0.507950 0.219257 0.011742 -0.129338 0.016958
d10019 RUPsc 2459128.83609312 3926.025594 0.014064 -0.340999 0.016804 0.141389 0.004973 1.006455 0.004679 0.001400 0.124532 0.120078 0.007270 3926.020667 0.088552 0.826206 0.334844 0.438968 0.561032 0.965241 0.635606 0.541089 0.458911 -0.049202 0.015753 -0.137686 0.030987
d10021 RUPsc 2459128.85327511 3926.058600 0.016079 -0.377108 0.020105 0.129694 0.005635 1.006352 0.004720 0.002329 0.124203 0.121822 0.008378 3926.058919 0.088692 0.817210 0.306201 0.486616 0.513384 0.963442 0.621074 0.441566 0.558434 0.098098 0.023409 -0.018247 0.041089
